player_id,player_name,current_mmr,current_lr,current_class,win_percentage,win10_percentage,average_score,average10_score,total_events,AP DS Delfino Square,AP DS Desert Hills,AP DS Peach Gardens,AP DS Yoshi Falls,AP GBA Bowser Castle 3,AP GBA Shy Guy Beach,AP GCN DK Mountain,AP GCN Mario Circuit,AP GCN Peach Beach,AP GCN Waluigi Stadium,AP N64 Bowser's Castle,AP N64 DK's Jungle Parkway,AP N64 Mario Raceway,AP N64 Sherbet Land,AP SNES Ghost Valley 2,AP SNES Mario Circuit 3,AP Wii Bowser's Castle,AP Wii Coconut Mall,AP Wii DK Summit,AP Wii Daisy Circuit,AP Wii Dry Dry Ruins,AP Wii Grumble Volcano,AP Wii Koopa Cape,AP Wii Luigi Circuit,AP Wii Maple Treeway,AP Wii Mario Circuit,AP Wii Moo Moo Meadows,AP Wii Moonview Highway,AP Wii Mushroom Gorge,AP Wii Rainbow Road,AP Wii Toad's Factory,AP Wii Wario's Gold Mine,AT DS Delfino Square,AT DS Desert Hills,AT DS Peach Gardens,AT DS Yoshi Falls,AT GBA Bowser Castle 3,AT GBA Shy Guy Beach,AT GCN DK Mountain,AT GCN Mario Circuit,AT GCN Peach Beach,AT GCN Waluigi Stadium,AT N64 Bowser's Castle,AT N64 DK's Jungle Parkway,AT N64 Mario Raceway,AT N64 Sherbet Land,AT SNES Ghost Valley 2,AT SNES Mario Circuit 3,AT Wii Bowser's Castle,AT Wii Coconut Mall,AT Wii DK Summit,AT Wii Daisy Circuit,AT Wii Dry Dry Ruins,AT Wii Grumble Volcano,AT Wii Koopa Cape,AT Wii Luigi Circuit,AT Wii Maple Treeway,AT Wii Mario Circuit,AT Wii Moo Moo Meadows,AT Wii Moonview Highway,AT Wii Mushroom Gorge,AT Wii Rainbow Road,AT Wii Toad's Factory,AT Wii Wario's Gold Mine,R DS Delfino Square,R DS Desert Hills,R DS Peach Gardens,R DS Yoshi Falls,R GBA Bowser Castle 3,R GBA Shy Guy Beach,R GCN DK Mountain,R GCN Mario Circuit,R GCN Peach Beach,R GCN Waluigi Stadium,R N64 Bowser's Castle,R N64 DK's Jungle Parkway,R N64 Mario Raceway,R N64 Sherbet Land,R SNES Ghost Valley 2,R SNES Mario Circuit 3,R Wii Bowser's Castle,R Wii Coconut Mall,R Wii DK Summit,R Wii Daisy Circuit,R Wii Dry Dry Ruins,R Wii Grumble Volcano,R Wii Koopa Cape,R Wii Luigi Circuit,R Wii Maple Treeway,R Wii Mario Circuit,R Wii Moo Moo Meadows,R Wii Moonview Highway,R Wii Mushroom Gorge,R Wii Rainbow Road,R Wii Toad's Factory,R Wii Wario's Gold Mine
3864,Fear,8106,7454,Class B,0.661972,0.6,67.5609,64.5,72,6,7,6,5,7,7,7,6,6,6,7,6,6,7,7,6,6,6,7,6,7,6,6,6,7,6,7,7,6,6,6,7,148.694,115.999,143.462,71.689,166.914,101.564,150.928,111.664,88.986,134.812,180.01,159.298,122.049,150.203,68.336,94.857,168.05,137.499,132.732,108.681,133.015,133.328,161.61599999999999,83.538,160.002,98.449,92.973,125.307,124.396,174.862,131.197,136.332,82,8,74,12,144,6,57,17,32,62,86,37,21,60,35,81,123,50,76,15,95,112,61,44,55,23,15,79,95,28,79,21
3564,yuiazu,7906,7444,Class C,0.666667,0.555556,66.1102,69.1071,83,6,6,7,6,7,6,7,7,7,6,8,7,8,7,8,7,7,7,7,7,7,7,7,7,7,7,6,8,7,6,7,8,146.643,113.757,143.454,70.898,164.517,101.116,149.004,111.678,88.492,133.017,179.671,157.78199999999998,123.131,149.074,67.358,94.762,165.21699999999998,136.732,131.605,106.983,131.028,131.847,160.094,84.205,159.123,97.593,92.231,124.34,123.749,171.797,130.086,134.001,120,27,158,12,265,19,109,26,90,135,185,74,25,203,43,181,171,118,155,33,198,219,112,88,96,34,21,152,200,45,75,37
2037,mv,13073,7419,Class X,0.888889,0.8,79.8947,84.1,19,7,8,6,7,6,8,6,5,5,7,7,6,6,6,7,6,6,6,6,6,6,5,5,7,5,7,6,6,6,4,6,5,146.417,116.601,142.528,72.172,160.409,104.161,149.373,109.937,87.029,133.513,176.83100000000002,158.437,121.025,147.584,66.69200000000001,94.191,163.451,136.861,128.576,105.863,130.185,127.917,158.639,82.856,156.184,97.982,91.72800000000001,123.039,122.056,171.69,129.164,129.995,27,11,63,9,95,3,50,13,27,58,65,24,8,65,17,51,54,48,68,18,80,83,55,26,43,14,9,63,77,6,22,15
2104,mayuka,7595,7410,Class C,0.630137,0.4,77.4706,65.6,74,6,6,6,7,7,7,5,7,6,6,6,6,6,5,7,6,6,7,6,7,7,6,7,6,7,7,7,6,6,7,6,6,148.749,117.598,142.695,73.264,166.09199999999998,102.485,147.682,112.212,89.027,135.109,177.605,157.416,122.726,148.397,67.051,94.589,165.663,138.726,133.055,107.618,132.804,132.051,162.247,83.261,161.101,99.041,94.17699999999999,124.511,123.30799999999999,176.287,130.702,133.026,106,12,99,22,181,9,99,16,23,68,107,49,16,117,26,92,120,70,94,19,114,144,77,43,55,15,19,86,148,41,90,26
478,Canton,8255,7379,Class B,0.754717,0.7,72.7595,75.8,53,7,6,7,7,6,6,7,6,6,6,7,7,5,6,7,5,7,6,6,5,6,7,6,6,6,7,6,7,7,5,6,7,147.114,115.749,142.72,73.251,161.888,101.295,150.898,110.932,87.309,134.286,179.661,158.28199999999998,121.711,148.625,66.08,94.588,165.433,137.067,131.148,107.94,131.818,131.926,161.437,84.587,160.537,97.425,93.40100000000001,125.071,123.713,173.376,130.857,132.192,59,6,42,11,76,8,32,9,15,52,53,19,7,39,22,42,60,44,49,16,61,71,41,12,26,11,15,41,59,15,48,16
1464,Jesus,8436,7368,Class B,0.727273,0.4,70.8284,55.8,57,6,13,7,8,6,8,7,6,6,6,7,7,6,7,6,6,7,7,7,7,7,6,7,7,6,6,6,6,7,7,6,8,146.994,inf,143.744,74.441,162.941,101.836,150.062,110.882,88.14699999999999,134.168,178.29500000000002,157.767,122.81,149.427,68.069,94.707,165.395,139.233,132.903,107.22399999999999,132.75900000000001,132.627,161.022,84.638,159.451,97.89699999999999,92.549,125.18,124.05,172.84,130.662,133.32,54,0,36,10,78,6,30,9,14,29,51,16,9,36,10,37,67,33,49,8,76,61,53,17,22,11,19,43,54,16,36,14
3713,broty,9065,7362,Class A,0.672414,0.6,70.9773,66.8,59,5,11,7,6,6,6,7,6,7,6,6,6,5,6,7,6,6,6,6,6,6,7,6,5,6,5,8,7,6,6,6,5,146.279,117.757,143.986,72.168,162.871,103.798,149.888,109.67,89.27199999999999,133.12,177.68200000000002,159.195,121.896,148.826,65.744,94.305,163.89,137.201,131.858,107.384,132.323,132.705,160.371,82.708,160.059,95.839,93.75399999999999,124.736,124.006,173.325,130.227,129.677,38,4,44,5,93,7,41,5,11,31,62,20,28,48,24,68,72,28,43,10,57,62,22,26,38,16,10,50,56,12,61,9
3489,Xander,13814,7340,Class X,0.818182,0.9,82.2727,84.0,11,4,7,6,13,6,11,5,6,6,6,4,6,10,5,13,6,6,3,9,5,6,6,6,5,13,5,6,5,5,13,10,7,144.871,115.288,143.227,inf,160.242,105.934,146.121,112.286,84.481,130.941,174.798,157.379,124.136,146.582,inf,96.261,162.447,133.842,133.433,105.206,131.00900000000001,128.673,160.313,81.989,inf,91.749,90.971,122.23,120.134,inf,130.752,132.172,2,1,12,0,14,1,8,1,3,6,11,5,2,11,0,11,9,6,5,3,8,11,7,6,0,1,2,7,8,0,2,3
3236,TK,13192,7337,Class X,0.9,0.9,88.3966,86.3,20,6,8,5,13,5,6,4,5,5,4,5,6,4,6,5,6,6,7,4,6,5,4,5,6,5,5,7,7,6,5,7,7,144.415,111.89500000000001,140.89,inf,159.722,98.82900000000001,145.823,109.74600000000001,86.662,130.883,174.562,154.29,121.92,147.356,65.581,93.001,163.21800000000002,137.405,128.066,106.142,130.537,126.476,159.865,83.209,157.689,95.465,90.745,124.578,123.214,168.804,129.519,136.481,8,2,16,0,28,7,9,5,5,13,17,7,4,15,5,17,18,8,24,6,25,24,15,5,9,3,2,18,24,3,9,3
539,chris,8935,7302,Class B,0.706897,0.5,78.087,69.5,59,7,11,5,6,7,6,7,8,6,7,6,6,6,7,5,7,7,5,6,7,6,7,5,6,5,6,6,6,6,5,6,8,147.657,124.485,143.324,72.588,166.901,101.97999999999999,151.808,113.07300000000001,89.637,136.473,180.15,158.377,125.253,152.0,65.74,96.836,167.622,136.731,132.969,108.774,132.032,134.535,160.046,82.043,158.832,99.217,93.495,123.765,123.109,169.65,132.522,132.904,20,2,22,7,41,3,19,5,5,28,29,12,7,23,9,25,39,17,29,5,46,36,30,7,16,3,12,17,33,3,24,9
2341,Nitro,9283,7285,Class A,0.733333,0.7,76.9333,79.4,45,7,7,8,5,6,7,8,7,6,7,6,7,6,7,8,8,6,5,5,6,6,6,6,5,8,8,8,7,7,8,6,5,148.048,117.988,143.91,72.071,163.00900000000001,102.108,151.47899999999998,110.701,88.46600000000001,134.477,178.619,158.022,122.84,148.222,67.55,96.44,164.863,134.974,131.569,106.207,131.027,131.942,159.692,82.279,160.93,100.49199999999999,93.725,124.772,124.572,180.73,130.664,131.437,34,6,38,9,48,6,18,4,10,25,39,11,11,30,10,32,45,20,25,6,38,53,24,15,15,6,5,31,44,4,26,8
1938,Duqee,12709,7279,Class X,0.8,0.9,76.04,82.9,25,6,6,7,8,6,5,7,5,7,7,5,7,6,6,6,7,6,5,6,6,7,6,6,6,6,5,5,7,6,6,7,6,145.863,114.533,142.778,73.048,159.393,100.055,148.288,109.175,88.48400000000001,133.051,175.659,156.822,121.523,147.162,65.911,94.524,162.923,136.118,129.748,106.25999999999999,130.523,130.171,159.851,83.375,157.933,96.239,92.07300000000001,123.463,123.107,171.078,129.818,131.786,59,11,109,7,174,9,69,16,51,90,152,39,15,124,25,113,124,68,106,27,119,132,84,48,59,27,20,95,117,14,55,36
1966,Jzck,7297,7272,Class C,0.572816,0.333333,74.4686,65.8462,105,6,6,6,5,7,7,5,5,7,7,7,6,8,7,6,7,6,6,7,6,6,6,6,6,7,6,8,6,7,6,6,6,147.353,117.702,144.486,71.975,169.178,102.94200000000001,148.865,110.969,88.906,135.346,178.862,158.547,124.06700000000001,151.26,66.995,94.939,165.6,138.452,132.835,107.86,131.531,130.945,161.349,84.776,159.346,96.875,94.064,124.475,124.743,173.473,130.812,132.519,60,3,41,9,82,5,27,6,13,32,52,15,13,42,16,42,63,37,45,10,73,77,51,22,39,10,17,51,68,12,59,18
1020,Fizzy Spaghet,7617,7262,Class C,0.623529,0.6,76.1173,70.6,85,6,6,7,7,7,7,7,7,5,7,7,7,6,7,6,6,7,7,7,7,7,6,7,7,7,7,6,7,7,6,6,6,148.71,116.83500000000001,144.765,73.716,167.821,106.104,152.185,112.743,88.564,137.067,182.048,161.26,123.724,151.87,66.803,95.64500000000001,168.742,140.483,134.506,110.056,135.095,135.265,163.891,84.497,162.06,98.947,93.774,127.278,126.763,176.026,132.363,134.767,175,10,118,31,228,17,83,28,39,129,145,68,79,83,78,131,188,77,167,26,171,194,79,65,75,34,48,135,192,48,153,42
1213,Hedwig,9135,7255,Class A,0.702128,0.9,68.1304,73.6,47,7,6,7,6,7,5,6,6,6,6,6,6,7,6,7,6,7,6,7,4,5,7,7,6,7,7,6,7,6,7,7,7,148.091,115.509,143.609,72.743,168.583,101.178,148.314,111.721,87.975,134.723,177.915,157.177,125.9,149.222,66.821,93.75999999999999,166.179,137.54,133.336,105.63,131.399,133.66,162.04,83.533,159.826,97.602,92.771,124.92,124.703,176.222,131.212,133.307,96,10,101,29,186,23,88,22,26,80,136,61,16,98,54,94,156,99,119,18,144,135,97,46,84,27,25,117,134,35,81,44
3495,cosmo,7182,7216,Class C,0.56338,0.4,69.7389,67.0,216,6,6,7,7,7,7,7,7,6,6,7,6,6,6,6,6,7,7,6,6,6,6,7,6,6,6,6,6,6,7,6,7,149.297,117.059,145.381,74.729,167.684,104.384,152.437,113.38,88.92,136.21,181.266,159.585,123.853,151.815,66.812,95.589,168.797,140.14,134.041,108.809,134.561,134.158,163.765,84.882,161.389,98.74000000000001,93.919,125.865,125.643,176.548,132.618,134.97899999999998,242,25,159,53,345,30,141,42,37,228,243,92,82,115,127,217,285,147,218,46,265,295,142,79,130,58,55,202,273,70,237,72
1513,Jonah,11230,7207,Class S,0.878788,0.8,80.697,75.3,33,6,5,6,6,5,8,6,10,6,6,6,7,4,5,7,6,7,5,5,7,5,6,6,6,5,5,6,7,7,3,7,4,144.247,115.46600000000001,142.096,69.902,160.263,102.80199999999999,146.284,114.054,87.514,132.736,175.31,156.153,123.139,147.581,65.854,94.321,164.878,135.342,128.221,107.892,128.503,129.723,160.035,83.707,156.001,97.786,95.056,123.748,125.314,165.75900000000001,130.487,130.843,13,2,26,3,43,3,12,2,6,17,22,10,5,36,4,27,28,21,18,4,27,30,21,18,17,2,3,24,31,2,17,5
3055,Wesley,7191,7198,Class C,0.585586,0.3,74.9552,71.8,113,7,6,7,5,6,7,7,7,6,7,6,7,6,6,6,6,7,6,7,6,6,6,7,6,7,6,5,7,6,7,6,6,148.043,115.806,144.272,72.05,164.46800000000002,101.342,150.503,112.958,88.428,135.079,179.492,158.393,122.895,149.597,66.334,94.78,166.44400000000002,138.409,133.709,106.892,133.225,132.526,162.486,83.502,161.112,96.536,91.321,125.214,124.108,176.372,131.223,132.852,118,11,104,29,186,13,63,22,22,83,116,56,19,78,33,103,163,74,94,22,137,153,77,40,81,20,19,97,137,31,90,36
172,Kroma,9123,7176,Class A,0.777778,0.8,74.5106,72.6,45,7,8,7,4,7,5,6,7,5,6,6,6,6,6,6,7,6,6,7,10,6,6,7,7,7,7,7,7,7,8,6,7,146.862,115.89,143.749,72.276,164.143,102.283,148.99099999999999,110.02000000000001,86.17,133.477,178.71800000000002,157.43,123.854,147.72899999999998,65.892,95.249,164.124,137.621,132.993,109.868,130.875,130.983,160.93200000000002,83.758,159.025,97.439,94.062,123.98,124.324,175.142,130.305,132.815,38,4,54,7,78,1,24,16,15,38,57,18,7,45,9,44,53,28,37,5,57,57,47,30,33,13,11,44,54,12,28,10
1143,prie,10558,7160,Class S,0.692308,0.6,68.1538,70.6,39,6,8,7,8,7,6,7,7,6,7,7,7,6,7,7,7,7,7,6,7,6,6,6,7,7,6,7,7,6,7,7,7,147.17000000000002,117.05199999999999,142.573,74.015,162.025,100.301,149.622,111.12700000000001,87.33,133.185,180.136,157.645,121.801,148.587,66.449,94.181,165.428,137.529,130.962,107.96000000000001,130.708,130.374,159.923,84.17699999999999,158.796,97.61500000000001,93.238,124.295,122.511,173.388,130.624,134.447,45,7,51,11,111,15,49,21,36,48,69,30,10,73,24,61,81,45,70,11,94,98,41,35,43,22,21,54,82,10,37,19
381,throw,10807,7139,Class S,0.676471,0.8,73.1827,72.4,35,6,5,7,4,5,6,7,7,6,6,7,8,7,6,6,7,6,6,6,6,6,5,6,7,7,6,7,7,6,5,6,6,146.212,114.991,142.361,70.628,160.038,99.405,148.82,110.565,87.981,132.744,177.649,157.505,122.387,147.186,66.414,94.805,162.837,136.855,130.005,106.642,130.01,128.939,159.05599999999998,83.621,158.254,96.15899999999999,93.053,123.154,122.972,170.709,127.963,130.756,55,5,75,5,117,8,52,11,25,60,68,17,11,73,18,67,76,48,67,18,83,95,59,33,46,14,8,54,81,7,31,19
2404,oga,8716,7137,Class B,0.727273,0.6,76.1908,69.6207,44,6,6,6,7,6,7,6,8,7,5,6,6,5,6,6,7,7,6,6,8,6,6,6,7,7,8,5,7,6,6,5,5,146.826,114.143,144.303,72.424,165.22899999999998,102.547,149.21699999999998,112.68,88.646,133.757,178.053,157.846,123.918,149.82999999999998,66.903,95.339,166.31799999999998,137.79,132.62,111.426,132.309,130.825,161.052,84.096,159.58100000000002,98.279,91.52199999999999,125.036,123.168,172.78199999999998,129.826,131.812,49,5,39,9,87,4,36,10,15,29,57,27,7,56,15,47,61,37,52,10,60,77,34,20,27,8,14,47,62,15,32,12
1971,MAILMAN,8751,7106,Class B,0.6875,0.5,77.4894,71.2,48,6,8,7,8,6,6,7,6,6,6,7,8,9,7,8,6,6,7,6,8,6,7,8,6,6,7,6,6,8,6,6,5,146.012,114.525,141.654,72.331,162.139,100.912,150.089,110.25,88.167,132.092,178.458,158.644,124.444,148.584,67.237,94.092,163.957,135.844,132.176,110.138,130.427,130.767,161.13,82.212,159.24099999999999,98.102,93.50999999999999,123.123,124.1,171.799,131.31,129.464,24,8,32,5,64,6,26,13,8,40,37,12,9,32,9,36,29,26,31,12,44,50,29,20,24,11,8,32,44,9,25,16
3083,Nasir,10969,7056,Class S,0.84375,0.8,70.6277,74.6667,33,6,5,7,9,7,6,6,8,6,6,6,9,5,7,4,6,6,6,7,5,6,7,6,7,6,8,6,7,7,6,8,6,147.383,112.001,143.013,74.43299999999999,162.329,100.67099999999999,148.645,112.063,87.164,132.74,177.95600000000002,158.094,125.423,148.149,64.062,94.563,163.482,136.262,131.542,105.878,129.954,131.531,158.79500000000002,82.892,156.753,99.628,92.701,123.224,125.41,174.892,130.806,131.024,19,3,37,1,55,1,21,3,13,24,30,9,5,38,7,38,30,24,34,7,44,43,28,19,18,7,5,33,39,3,16,12
2658,Rerim,11311,7054,Class S,0.757576,0.777778,66.51,68.0357,34,7,8,7,8,7,6,6,6,7,6,7,8,7,6,7,6,7,7,7,8,8,7,6,7,6,8,7,7,6,8,6,5,146.585,115.622,141.818,72.803,163.524,101.436,148.159,111.527,87.79599999999999,133.121,178.824,158.707,123.815,148.457,67.702,94.289,165.89,137.867,130.75,108.157,131.633,132.03,159.711,84.063,157.90699999999998,97.995,92.89,124.128,123.55,175.49,129.129,130.468,31,7,60,8,107,6,48,14,29,73,69,31,9,70,18,65,69,43,80,12,85,88,56,39,32,13,11,63,87,5,36,21
1087,Vanoss,10323,7025,Class A,0.694444,0.6,69.1415,73.9286,36,7,6,7,6,7,7,7,4,6,6,6,6,7,6,7,6,6,6,6,5,6,6,7,6,6,7,6,6,6,7,6,7,146.453,116.09700000000001,142.713,71.327,162.355,101.661,148.41,110.152,87.206,132.712,177.207,155.914,124.181,147.081,64.946,94.439,163.828,135.764,130.474,105.319,129.677,128.468,159.711,83.48,157.00900000000001,98.852,92.68,122.964,122.369,171.029,129.21,130.666,47,10,67,8,111,6,49,11,25,61,73,17,6,77,23,73,73,53,79,25,79,103,60,31,44,19,10,72,86,7,41,15
2376,Nougat,7288,7022,Class C,0.628866,0.666667,74.3857,76.1379,99,6,4,7,6,7,8,7,5,5,7,7,5,7,6,6,7,5,6,6,5,7,7,6,6,6,7,5,6,8,4,6,6,146.449,113.982,144.35399999999998,73.525,167.97,103.414,152.31900000000002,109.856,87.423,134.985,179.048,158.43099999999998,123.648,149.89,66.458,95.34,164.776,138.808,132.055,104.451,132.622,132.548,161.244,83.5,159.382,97.368,91.9,124.251,126.484,170.41,130.609,131.591,63,5,48,7,89,4,25,11,8,41,63,15,4,43,29,49,70,34,51,3,66,70,44,20,38,14,8,58,64,30,39,14
37,Abyssary,10148,7007,Class A,0.717949,0.8,74.0256,75.8,39,7,8,7,8,6,6,6,7,7,6,6,7,7,7,4,7,7,6,6,9,6,7,6,7,7,6,8,7,6,7,7,6,147.95499999999998,119.729,143.276,73.353,161.566,99.22,147.769,111.076,88.617,131.922,177.496,156.595,123.142,148.544,64.689,95.39500000000001,164.004,136.992,130.285,108.162,130.15,130.493,160.102,84.376,158.639,97.199,92.259,124.122,123.02,173.436,130.077,128.744,47,6,76,7,109,5,43,15,24,82,66,19,6,75,12,67,67,46,62,9,103,97,45,30,44,13,7,65,87,12,35,11
1833,Lewis,8897,6971,Class B,0.756098,0.888889,82.1116,84.7241,44,7,5,5,7,5,4,6,5,7,5,5,7,3,7,5,6,5,4,6,7,7,6,5,6,5,5,6,7,5,5,6,5,148.704,115.723,141.918,73.655,162.123,99.826,150.414,109.842,88.881,133.306,177.022,158.732,120.197,149.78300000000002,64.561,95.09,164.81900000000002,137.182,133.035,109.069,132.533,133.473,159.587,84.9,158.812,96.90299999999999,91.574,126.736,122.793,172.801,130.653,133.073,33,3,27,10,50,3,12,7,7,23,34,12,7,25,7,30,29,22,33,15,37,49,26,16,23,11,7,30,52,10,27,9
2923,Maya,6774,6970,Class D,0.642857,0.5,71.8936,75.1,98,6,6,6,6,7,8,7,6,6,7,6,7,6,7,5,6,6,6,6,7,7,6,6,6,7,6,7,7,7,7,7,6,147.198,116.71600000000001,143.184,72.86,164.902,101.912,150.202,111.07300000000001,88.874,134.859,179.786,157.78300000000002,123.856,149.719,64.628,94.64,164.86,137.688,132.911,108.356,132.555,131.797,160.551,83.834,159.323,99.298,94.178,124.445,125.572,174.847,131.25,133.594,109,10,103,19,190,9,76,25,35,78,143,50,21,125,43,117,145,84,106,29,132,154,93,61,82,29,22,99,135,33,86,26
1634,kela,7031,6950,Class C,0.618557,0.5,73.469,67.5,98,6,8,7,7,6,6,7,7,6,7,6,6,7,7,6,6,7,7,6,6,6,6,6,5,6,7,7,6,7,4,6,6,147.806,118.013,144.277,73.422,165.315,103.257,150.02100000000002,113.17699999999999,89.422,135.751,178.611,158.073,125.356,151.826,65.393,94.911,166.411,139.02100000000002,132.614,107.81700000000001,132.953,132.62,161.54500000000002,84.32,161.642,98.694,93.87100000000001,123.963,125.56,171.436,130.882,132.151,82,11,70,23,151,8,53,17,18,64,106,36,18,66,28,85,112,71,82,21,131,118,73,30,52,25,26,97,99,30,82,24
3096,Stubbz,9971,6936,Class A,0.674419,0.5,70.5349,69.2,43,6,6,6,6,7,5,6,8,5,7,7,7,8,7,7,6,7,7,7,8,6,6,7,5,7,8,8,6,6,6,6,8,145.682,116.533,143.711,69.994,161.871,100.747,148.843,112.781,87.35,133.827,177.452,156.441,125.262,148.023,66.768,93.47399999999999,163.7,137.213,131.797,107.532,131.112,129.605,160.332,82.824,157.767,97.858,92.85499999999999,122.81700000000001,122.98,171.24099999999999,129.468,131.231,26,4,42,5,69,3,28,9,17,33,45,17,3,46,7,53,40,27,42,13,42,69,33,26,28,12,7,40,59,4,24,10
866,EDavid,9806,6928,Class A,0.75,0.9,79.0,82.3,32,7,6,7,7,6,5,6,6,7,7,6,6,7,6,6,6,7,5,6,6,6,6,5,5,6,7,7,6,6,6,6,6,149.269,113.67699999999999,143.709,72.851,163.362,100.432,150.296,110.726,88.075,134.267,177.51,159.128,119.695,150.24,66.209,93.59700000000001,165.338,137.376,131.61599999999999,107.295,132.063,130.85,160.548,82.713,157.839,97.33500000000001,93.094,123.682,123.795,172.622,129.675,130.657,20,5,21,5,51,4,21,8,11,22,36,8,3,25,15,36,28,22,29,8,34,44,34,17,25,9,11,17,42,10,28,7
5,1lyas,6624,6911,Class D,0.583333,0.1,76.6605,68.0,108,6,6,6,7,7,4,7,5,5,6,6,7,6,6,5,6,7,6,6,7,6,5,6,6,7,7,6,6,7,5,7,7,147.013,116.561,144.334,74.855,166.025,99.26599999999999,150.381,109.644,88.36,133.792,179.934,159.399,122.153,149.379,66.059,94.714,167.208,137.398,132.43,109.10900000000001,132.501,131.094,161.004,83.77799999999999,161.363,97.477,92.11699999999999,124.647,125.015,173.567,132.477,134.108,87,5,62,14,122,17,32,14,16,49,86,27,10,54,44,76,88,51,68,22,89,112,61,33,49,18,24,60,93,22,64,19
2682,elaina,10053,6896,Class A,0.702703,0.7,77.1622,75.4,37,5,2,6,5,6,10,6,5,6,6,6,6,5,6,5,7,7,8,7,7,6,7,6,6,5,8,4,7,6,5,7,5,145.04500000000002,111.98400000000001,140.349,71.478,160.314,104.32900000000001,148.764,107.563,86.821,131.769,177.567,156.784,121.447,147.219,64.862,94.19200000000001,165.382,137.785,131.007,109.279,130.089,130.538,160.862,82.477,159.049,98.774,91.922,123.588,122.575,171.507,130.268,128.476,17,3,41,7,51,4,21,6,9,26,37,20,5,38,13,32,36,18,25,6,39,41,32,18,23,4,6,32,38,3,15,12
2368,milanon,7290,6886,Class C,0.68,0.6,68.8018,72.2,76,6,5,6,6,7,10,8,6,7,7,6,6,6,7,8,6,6,7,6,6,7,7,7,6,6,7,5,6,7,5,6,7,146.89,114.345,143.4,72.625,164.036,104.027,150.932,110.814,88.849,136.067,178.21,158.027,122.13,150.515,67.593,94.735,165.785,139.297,132.187,107.896,133.398,132.22,161.504,83.979,160.765,100.019,91.438,124.666,124.661,172.602,130.605,133.029,68,8,76,18,110,6,52,15,27,48,90,40,16,64,24,68,75,49,70,12,85,86,57,25,39,9,14,74,84,22,50,16
2667,Rey,7088,6885,Class C,0.64,0.666667,75.383,79.7778,128,7,8,7,8,6,6,7,7,6,6,7,6,6,7,6,6,6,7,6,5,7,6,7,7,6,6,6,6,6,7,6,6,148.668,118.77600000000001,144.178,73.981,163.918,101.307,151.669,113.107,88.84700000000001,135.487,180.909,159.356,124.67,151.258,66.307,95.467,166.904,139.03,133.136,107.247,133.48,133.686,163.004,85.219,161.107,98.469,92.424,125.426,124.218,175.402,131.49,132.23,170,17,116,38,294,24,93,27,43,126,189,71,50,123,63,147,227,121,201,32,229,215,138,66,97,33,44,148,193,52,177,50
3011,space,9795,6869,Class A,0.717949,0.5,72.3362,68.3,39,8,8,6,6,6,6,7,6,7,7,7,7,6,6,6,6,6,6,6,6,6,7,7,5,6,4,6,7,7,7,6,7,148.05,119.253,142.088,71.654,161.611,101.65,149.457,111.602,89.001,133.844,177.114,157.059,122.369,148.399,65.873,94.087,163.553,136.367,130.144,106.283,130.564,130.937,160.028,83.34100000000001,158.21699999999998,95.523,91.676,123.391,123.271,173.189,129.915,131.999,68,11,71,16,126,12,45,16,34,61,76,33,12,102,22,88,96,53,84,17,92,99,65,37,53,13,11,61,95,21,60,17
2329,Niko,7330,6847,Class C,0.727273,0.666667,73.4416,74.6786,59,6,6,6,6,6,6,6,8,7,6,7,7,7,5,7,6,7,6,5,4,7,6,6,5,6,8,7,6,6,6,7,6,147.107,118.23400000000001,143.253,72.615,163.893,101.501,149.5,112.985,88.82,134.401,179.978,158.55,125.612,150.506,66.383,94.376,166.75900000000001,138.844,131.327,106.491,133.239,132.681,162.047,82.59700000000001,161.421,98.59899999999999,94.143,124.416,123.583,174.76,131.098,132.431,38,5,36,14,67,12,19,10,15,29,38,18,9,22,22,34,38,29,51,14,50,54,23,13,27,12,8,32,51,18,34,19
2348,Nlaw,7442,6840,Class C,0.627119,0.375,79.5682,75.4615,61,6,4,6,5,6,7,5,6,6,6,6,6,7,6,6,6,5,6,6,8,7,6,7,6,6,7,9,6,7,7,7,7,147.903,113.416,143.184,71.719,164.357,103.094,147.305,110.405,88.678,133.578,178.12,157.571,124.091,149.149,66.586,94.15899999999999,163.459,138.328,132.631,110.806,132.356,130.981,162.365,83.863,159.883,99.10300000000001,94.287,125.52,125.081,177.289,130.096,134.566,49,5,51,10,84,5,42,11,11,41,51,23,8,36,21,44,76,37,47,6,66,76,39,18,27,10,10,38,66,17,50,12
1432,smug,8164,6826,Class B,0.76,0.8,72.24,75.4,50,6,9,7,7,7,6,8,5,8,6,6,6,8,7,7,7,7,6,7,6,6,7,5,7,6,6,6,7,6,5,6,7,147.868,118.414,144.165,73.266,166.299,103.332,152.827,111.69800000000001,88.931,134.649,179.825,157.953,126.354,150.79500000000002,67.125,96.625,165.56900000000002,138.601,133.821,108.743,132.52100000000002,133.112,160.578,83.776,160.631,98.798,92.144,125.142,124.097,172.714,131.119,132.427,65,4,50,20,94,4,32,7,9,35,65,26,15,48,20,39,71,44,64,8,77,81,41,21,30,11,6,55,73,15,51,20
