,player_id,player_name,current_mmr,current_lr,current_class,win_percentage,win10_percentage,average_score,average10_score,total_events,AP DS Delfino Square,AP DS Desert Hills,AP DS Peach Gardens,AP DS Yoshi Falls,AP GBA Bowser Castle 3,AP GBA Shy Guy Beach,AP GCN DK Mountain,AP GCN Mario Circuit,AP GCN Peach Beach,AP GCN Waluigi Stadium,AP N64 Bowser's Castle,AP N64 DK's Jungle Parkway,AP N64 Mario Raceway,AP N64 Sherbet Land,AP SNES Ghost Valley 2,AP SNES Mario Circuit 3,AP Wii Bowser's Castle,AP Wii Coconut Mall,AP Wii DK Summit,AP Wii Daisy Circuit,AP Wii Dry Dry Ruins,AP Wii Grumble Volcano,AP Wii Koopa Cape,AP Wii Luigi Circuit,AP Wii Maple Treeway,AP Wii Mario Circuit,AP Wii Moo Moo Meadows,AP Wii Moonview Highway,AP Wii Mushroom Gorge,AP Wii Rainbow Road,AP Wii Toad's Factory,AP Wii Wario's Gold Mine,AT DS Delfino Square,AT DS Desert Hills,AT DS Peach Gardens,AT DS Yoshi Falls,AT GBA Bowser Castle 3,AT GBA Shy Guy Beach,AT GCN DK Mountain,AT GCN Mario Circuit,AT GCN Peach Beach,AT GCN Waluigi Stadium,AT N64 Bowser's Castle,AT N64 DK's Jungle Parkway,AT N64 Mario Raceway,AT N64 Sherbet Land,AT SNES Ghost Valley 2,AT SNES Mario Circuit 3,AT Wii Bowser's Castle,AT Wii Coconut Mall,AT Wii DK Summit,AT Wii Daisy Circuit,AT Wii Dry Dry Ruins,AT Wii Grumble Volcano,AT Wii Koopa Cape,AT Wii Luigi Circuit,AT Wii Maple Treeway,AT Wii Mario Circuit,AT Wii Moo Moo Meadows,AT Wii Moonview Highway,AT Wii Mushroom Gorge,AT Wii Rainbow Road,AT Wii Toad's Factory,AT Wii Wario's Gold Mine,R DS Delfino Square,R DS Desert Hills,R DS Peach Gardens,R DS Yoshi Falls,R GBA Bowser Castle 3,R GBA Shy Guy Beach,R GCN DK Mountain,R GCN Mario Circuit,R GCN Peach Beach,R GCN Waluigi Stadium,R N64 Bowser's Castle,R N64 DK's Jungle Parkway,R N64 Mario Raceway,R N64 Sherbet Land,R SNES Ghost Valley 2,R SNES Mario Circuit 3,R Wii Bowser's Castle,R Wii Coconut Mall,R Wii DK Summit,R Wii Daisy Circuit,R Wii Dry Dry Ruins,R Wii Grumble Volcano,R Wii Koopa Cape,R Wii Luigi Circuit,R Wii Maple Treeway,R Wii Mario Circuit,R Wii Moo Moo Meadows,R Wii Moonview Highway,R Wii Mushroom Gorge,R Wii Rainbow Road,R Wii Toad's Factory,R Wii Wario's Gold Mine
278,2876,shamo,8725,5668,Class B,0.783784,0.9,69.2432,75.0,37,7,2,6,9,7,5,6,6,7,6,7,6,7,7,6,7,6,8,6,6,7,6,6,6,6,6,5,7,7,5,7,7,135.943,110.33,132.683,66.894,140.426,96.933,138.092,106.142,80.185,126.139,168.81,146.772,119.664,139.129,57.153,87.46,154.32,128.926,119.899,103.233,125.463,119.277,153.119,76.266,149.645,91.892,85.932,115.775,115.694,162.927,123.482,124.177,25,3,34,5,65,5,17,6,20,29,38,13,5,48,11,32,41,25,31,5,44,49,26,19,24,7,6,39,49,5,26,12
279,2850,sean,13182,5635,Class X,0.894737,0.8,81.9474,80.6,19,6,9,6,3,6,3,5,6,7,6,6,3,6,5,5,6,7,5,7,5,6,7,5,6,7,6,4,5,7,7,7,6,136.725,115.251,136.421,65.032,146.089,94.326,136.733,105.48,80.243,123.657,168.071,149.287,118.443,138.92,57.966,86.503,155.028,130.372,122.93,99.983,123.462,122.163,149.356,78.869,151.807,91.862,89.877,116.932,114.945,169.798,124.921,122.442,7,2,14,4,27,3,10,4,9,18,20,2,2,21,7,16,10,8,16,4,23,21,12,14,12,4,3,23,16,8,5,7
280,2511,Pluto,9662,5600,Class A,0.689655,0.9,65.1379,60.7,29,7,6,6,8,6,7,6,7,7,7,6,7,6,7,6,6,7,6,7,6,7,6,7,7,6,3,6,7,8,6,7,7,135.774,109.856,129.659,66.733,141.166,93.165,137.788,104.091,82.901,126.249,165.003,144.073,114.62,134.883,57.758,86.972,155.952,128.198,118.467,100.439,118.894,116.116,152.019,75.473,149.87,92.789,87.325,113.273,113.958,165.297,122.558,121.091,34,7,65,11,112,6,55,22,35,48,77,51,12,79,16,61,63,43,58,16,70,85,55,28,44,14,10,66,73,15,29,15
281,1397,Jamesss,9664,5594,Class A,0.72,0.555556,68.8026,69.2143,26,5,8,7,4,7,5,7,7,9,6,7,5,9,6,7,7,7,6,7,7,7,6,7,6,6,7,6,8,6,6,5,8,136.194,110.733,133.421,68.866,144.366,92.575,139.479,103.395,82.187,125.349,167.973,146.74,119.811,137.285,66.293,85.709,153.189,126.374,120.228,101.574,123.737,119.046,150.997,78.827,149.133,92.537,85.611,116.681,114.994,170.614,122.24,125.2,36,2,64,5,73,2,43,14,13,35,48,16,4,60,3,47,40,35,46,11,51,71,34,19,33,9,9,51,61,3,13,6
282,3023,hide on bike,10287,5591,Class A,0.642857,0.6,71.1877,63.7,28,4,9,5,7,5,5,5,4,7,6,7,7,7,7,8,6,5,6,7,6,7,6,6,5,6,5,8,6,7,8,5,7,134.7,114.722,134.0,71.832,143.569,92.985,141.226,106.841,85.38,126.354,165.597,149.749,120.945,140.71,63.006,87.996,153.73,132.235,126.997,104.365,122.099,120.265,154.566,75.522,152.548,95.085,91.617,113.836,116.678,171.018,121.92,129.522,8,2,20,2,30,3,11,3,16,19,16,9,2,19,6,19,20,9,15,7,27,26,16,13,7,4,4,16,23,1,11,6
283,3328,type,13258,5585,Class X,1.0,1.0,110.0,110.0,2,6,4,5,6,5,6,4,5,5,6,5,6,7,5,8,5,5,6,4,5,6,6,5,5,3,5,7,6,5,5,6,6,138.797,108.786,128.903,67.065,138.984,91.672,135.487,103.714,81.469,123.509,164.115,144.724,122.542,136.183,65.423,85.121,154.071,128.218,121.049,101.059,117.221,115.045,147.214,76.476,149.605,90.748,86.23,111.032,112.206,165.572,121.361,119.796,33,6,52,2,66,6,25,19,27,33,35,13,2,52,6,64,42,30,35,10,56,58,40,29,13,18,10,42,61,8,19,11
284,144,nagato,6908,5585,Class D,0.651163,0.6,73.875,75.4,43,7,6,6,6,6,3,6,3,5,6,7,7,8,7,6,7,5,6,7,8,6,6,6,5,6,8,8,6,6,5,7,6,132.844,107.465,134.85,69.624,147.614,94.981,141.231,108.735,85.572,124.908,167.585,149.6,114.595,138.381,58.118,87.055,157.477,131.098,126.952,106.461,124.721,118.15,152.069,77.766,153.3,94.388,89.658,114.904,114.308,161.725,120.508,123.619,46,4,34,5,55,2,25,2,5,31,37,18,6,39,11,31,49,20,29,6,39,41,25,10,17,6,5,29,37,14,35,12
285,1435,Yuno,5695,5571,Class D,0.557252,0.333333,73.1508,74.3571,133,6,5,6,6,6,6,6,6,7,6,6,5,7,6,5,6,7,6,6,6,6,6,6,6,7,6,7,7,6,7,6,6,136.737,110.795,131.37,69.114,151.973,99.799,142.884,108.834,81.441,125.605,167.795,151.186,117.447,142.53,59.138,86.173,156.364,132.776,124.084,101.179,124.221,121.982,154.281,75.015,149.562,94.255,87.574,118.339,114.742,165.381,123.661,126.719,67,6,46,12,103,6,32,6,15,46,71,31,19,45,28,54,85,42,52,13,62,76,37,23,37,12,22,53,76,29,58,18
286,1648,kenzo,10930,5550,Class S,0.6875,0.7,71.375,66.3,16,7,9,6,4,7,2,7,5,6,6,6,6,5,6,7,5,6,5,6,7,6,5,6,7,6,4,5,5,6,4,6,6,138.179,110.256,131.554,68.647,148.925,96.427,139.359,103.448,81.112,126.31,163.927,148.345,119.249,137.7,57.274,85.975,153.425,128.488,123.176,103.919,121.75,116.345,151.773,79.688,150.696,94.442,88.11,113.705,114.088,161.909,121.155,125.229,20,4,50,4,66,1,16,8,14,22,47,12,3,54,10,31,40,22,31,9,41,51,31,21,17,4,7,45,45,5,18,10
287,314,Yuma,7753,5506,Class C,0.55814,0.6,64.8434,61.5789,43,7,8,7,6,7,9,7,7,6,7,7,7,5,7,6,6,6,8,7,6,7,7,6,8,7,7,7,6,6,7,7,5,136.966,112.76,134.764,66.122,146.582,100.011,141.543,103.613,79.932,124.796,166.866,149.741,117.007,141.934,60.679,86.394,155.856,132.755,122.113,101.336,122.343,124.531,153.118,79.442,153.642,92.395,88.703,115.032,113.541,170.427,121.067,122.846,33,3,43,8,64,2,30,7,12,24,38,14,8,29,14,39,34,20,32,6,46,47,35,22,17,8,13,28,50,5,24,11
288,1380,Jak3,7058,5492,Class C,0.702703,0.6,74.7297,69.1,37,5,8,7,5,7,8,6,9,4,6,7,7,4,6,5,6,6,6,6,6,6,5,6,9,6,6,7,6,6,7,6,5,136.195,111.329,135.215,64.298,144.297,96.655,139.116,107.685,84.127,127.224,168.214,152.808,119.114,142.728,58.287,82.597,152.609,127.597,119.377,100.96,120.705,119.501,151.661,80.396,150.797,91.121,84.117,117.066,114.521,164.817,123.857,122.069,43,6,30,15,69,4,38,8,9,27,42,15,3,36,15,31,52,35,36,7,50,51,35,16,24,5,14,39,55,13,43,12
289,3501,xenophanes,5754,5484,Class D,0.586957,0.5,68.0903,56.5714,97,6,7,6,6,7,7,6,6,6,6,6,7,6,7,6,7,7,6,6,6,7,6,6,6,5,7,6,7,6,6,6,7,135.76,109.788,134.455,64.688,145.719,94.824,138.522,102.072,84.559,127.691,161.496,151.032,111.533,141.921,57.646,87.547,158.031,131.415,121.904,101.034,121.456,122.216,149.185,77.723,149.868,89.632,89.164,116.319,112.861,165.414,119.716,122.255,125,9,75,27,175,12,58,15,18,69,123,48,39,65,67,94,122,89,119,22,121,132,72,38,101,26,32,101,165,38,124,36
290,3422,WalterLBN,5834,5480,Class D,0.625,0.5,75.0157,78.7,65,7,7,6,6,6,6,5,7,6,6,6,6,6,6,6,6,7,7,6,7,7,7,7,7,7,6,6,6,6,8,6,7,134.826,110.766,133.493,66.516,147.14,95.756,138.311,100.223,84.947,127.76,165.931,145.05,118.229,138.388,59.865,85.45,155.308,125.455,123.869,103.29,122.275,120.263,151.714,79.516,150.484,93.893,85.744,116.358,111.856,164.722,124.367,124.139,69,10,61,18,125,12,82,18,21,52,77,39,12,58,28,68,89,68,65,14,96,94,49,26,49,10,24,84,100,13,70,20
291,1103,Gaddafi,5955,5473,Class D,0.691176,0.888889,84.7465,81.0,72,5,3,6,7,5,3,6,5,7,6,7,7,6,7,5,6,5,5,5,6,6,6,4,6,6,7,5,7,6,5,5,6,132.624,111.514,130.988,70.759,150.376,99.057,140.992,109.144,82.979,129.551,165.206,153.514,112.845,143.854,58.021,85.996,158.855,127.874,123.286,104.11,126.333,117.181,154.138,76.975,153.183,96.534,87.327,113.454,112.407,170.867,125.063,125.247,46,4,45,7,60,2,26,6,11,27,40,19,26,24,26,39,53,35,45,3,44,51,23,24,21,11,13,30,49,15,40,12
292,765,devin711,6519,5471,Class D,0.648148,0.6,69.3,73.7143,54,6,5,7,6,6,8,6,5,6,6,6,7,5,7,6,7,7,7,7,9,7,6,6,7,8,7,7,7,7,7,7,6,135.064,109.243,130.124,67.072,146.62,98.033,139.883,102.869,81.156,125.971,167.458,154.178,116.914,141.406,61.184,89.158,154.58,128.387,124.162,103.002,123.436,121.136,151.452,78.109,149.278,92.818,90.575,114.714,111.792,166.51,122.631,121.285,69,6,52,13,97,12,35,7,13,38,73,16,9,56,24,45,80,47,57,7,75,76,64,27,35,16,10,57,54,19,62,25
293,2773,veins,7795,5466,Class C,0.764706,0.8,72.5087,74.2,35,7,6,7,8,7,5,5,6,7,7,7,6,5,6,6,7,7,7,5,7,6,7,6,7,7,8,7,6,7,7,7,8,142.742,114.364,136.356,69.432,151.01,94.383,139.4,102.163,83.788,127.626,169.995,149.091,112.06,142.502,59.973,83.634,155.594,131.354,123.182,100.099,121.545,119.979,155.061,78.748,152.192,96.947,92.157,118.183,114.429,163.898,122.476,128.04,29,3,28,9,52,10,28,11,7,22,34,16,11,28,10,26,39,28,49,11,42,43,21,11,17,7,6,36,42,9,25,10
294,1221,Envy,10152,5461,Class A,0.68,0.7,65.2083,67.3,25,7,10,6,7,7,6,7,6,7,7,7,6,7,6,7,7,7,6,6,7,6,6,7,6,6,7,7,7,6,6,6,7,136.607,109.17,133.304,70.26,143.611,90.655,142.153,106.201,82.875,122.557,167.261,146.807,115.24,138.626,58.068,85.486,155.267,127.123,121.105,100.823,117.738,118.311,151.556,76.999,146.894,88.935,87.257,113.443,110.092,162.532,119.988,119.212,43,9,70,10,120,7,48,10,42,64,82,30,9,84,29,79,78,50,72,24,89,103,61,43,40,28,8,75,101,13,45,22
295,3155,Tank,8816,5450,Class B,0.827586,0.9,73.8246,79.1,29,7,8,7,5,7,6,5,6,8,7,6,5,8,6,6,5,7,7,8,7,7,7,7,6,6,6,6,6,6,8,6,7,135.623,113.387,132.523,67.464,147.322,96.333,134.289,106.798,83.04,126.759,168.517,145.243,113.154,139.103,62.548,84.829,158.659,132.709,124.279,104.985,121.887,116.165,149.501,77.24,152.169,91.381,87.718,115.166,112.252,164.9,123.713,125.511,61,9,73,24,131,11,80,13,22,44,84,82,20,93,20,72,99,49,61,13,89,93,79,34,54,7,7,73,94,17,58,23
296,2886,Shawn,12307,5441,Class X,0.842105,0.9,76.6316,79.6,19,9,4,5,7,6,7,8,2,7,7,6,6,8,6,10,7,5,4,7,5,5,7,5,7,5,4,3,5,8,13,4,5,146.479,106.478,130.998,66.736,149.406,98.047,143.259,99.379,85.846,132.404,171.044,150.795,118.375,137.476,65.551,88.92,155.497,127.511,123.181,96.19,120.09,121.217,155.098,79.064,145.927,92.529,88.443,112.0,113.917,180.0,121.689,123.867,5,2,18,5,22,2,7,2,6,7,12,5,4,20,4,14,18,8,9,5,10,19,6,8,9,2,2,15,13,0,9,5
297,1979,Mank,7497,5436,Class C,0.705882,0.7,76.8824,74.7,34,6,12,6,7,7,7,6,4,8,7,8,7,5,7,7,7,7,5,6,5,7,5,7,5,6,7,7,5,6,7,6,6,136.201,117.297,134.967,70.732,142.398,99.295,143.296,102.86,85.398,129.52,166.818,152.08,111.862,143.361,63.495,89.003,153.122,130.498,122.345,101.214,125.807,113.751,152.127,77.488,154.531,94.48,91.263,116.338,113.018,169.173,123.407,128.056,20,2,16,3,39,3,12,7,4,24,18,7,4,18,8,19,29,14,28,3,36,38,23,11,14,2,4,18,28,4,24,5
298,2655,reo,10029,5432,Class A,0.761905,0.5,71.6667,62.6,21,6,2,8,7,6,13,7,6,6,5,7,8,7,7,4,6,5,6,5,7,6,8,7,7,9,6,7,7,7,6,10,8,133.147,110.715,136.971,68.823,150.973,180.0,141.443,107.323,80.554,126.03,171.354,150.413,118.002,141.841,61.407,86.957,155.531,130.221,120.988,103.949,126.765,122.111,155.05,79.101,156.302,88.337,86.418,116.151,112.645,161.209,128.506,126.952,8,1,15,2,26,0,14,3,11,10,12,5,3,18,5,16,18,12,12,3,15,23,10,10,8,5,3,13,22,3,4,5
299,718,Dawn,7121,5430,Class C,0.738095,0.8,74.7317,79.6071,42,6,7,7,6,7,8,8,10,5,6,6,5,4,6,6,7,7,6,8,5,6,7,5,7,6,4,7,6,6,6,6,6,138.828,107.244,136.299,65.228,149.37,101.177,143.725,110.352,82.735,126.176,164.862,151.295,115.716,140.322,62.568,84.31,159.01,124.897,123.527,102.928,124.773,124.172,152.11,80.551,152.327,91.882,90.203,116.558,113.761,168.734,121.046,127.875,32,6,35,8,52,2,21,5,5,18,39,14,5,26,6,24,35,21,26,9,34,38,40,9,13,3,7,27,42,8,30,9
300,826,Dragz,6883,5420,Class D,0.714286,0.7,73.5952,76.4,42,6,4,6,6,7,2,6,8,6,6,7,7,8,7,6,7,6,7,7,8,7,6,7,7,6,8,10,7,6,5,6,6,137.595,107.219,133.28,64.04,148.66,95.056,139.766,109.255,83.599,121.891,163.578,150.209,115.421,138.265,57.036,84.299,157.622,129.534,117.998,104.248,122.944,120.019,153.297,79.165,149.192,95.121,92.82,117.527,116.072,166.764,119.749,127.302,56,4,40,18,88,3,23,10,17,28,52,21,6,32,28,45,71,37,43,16,67,60,44,23,35,10,8,50,51,15,46,18
301,3171,Tectrox,7523,5419,Class C,0.709677,0.6,71.7857,70.6,31,6,8,6,5,7,6,6,7,6,7,6,6,8,7,6,7,7,7,7,8,6,6,6,7,6,7,5,6,7,6,6,7,137.274,110.904,131.016,67.496,147.017,93.088,137.01,105.474,80.604,126.935,164.809,147.535,118.221,138.691,58.262,84.156,155.656,125.915,121.913,100.238,121.543,115.043,150.874,75.831,145.576,89.39,84.118,114.003,110.949,156.995,120.384,121.685,77,17,84,19,154,19,69,25,33,83,112,37,13,95,36,102,97,63,81,22,113,132,79,46,70,38,22,91,106,20,77,28
302,1773,Colaps,5630,5396,Class D,0.567742,0.7,68.7101,65.5,156,6,5,6,6,7,7,6,6,6,7,6,6,6,6,7,6,6,7,6,6,7,6,7,6,6,7,6,7,7,6,6,6,135.516,109.704,133.664,68.509,152.334,95.514,137.485,103.042,83.122,126.664,166.42,145.737,110.277,140.581,58.778,87.223,155.489,128.731,126.038,102.09,123.957,120.232,155.484,77.02,152.433,92.456,87.085,115.841,113.602,162.003,122.471,126.65,201,15,158,33,260,13,91,22,34,116,170,75,74,184,85,160,216,122,162,27,189,186,100,55,81,19,28,139,190,57,179,45
303,1385,jakeohno,5664,5394,Class D,0.666667,0.9,77.9631,79.7,84,6,5,6,6,6,6,8,8,7,7,7,7,7,5,5,6,6,6,6,5,6,7,6,5,7,5,6,6,5,6,6,6,134.377,112.063,136.397,68.429,149.779,96.643,144.652,109.508,84.622,130.055,169.086,150.906,118.079,140.742,57.172,87.97,158.496,129.024,124.365,98.343,121.807,122.402,155.735,78.483,149.309,90.854,87.51,115.51,107.222,165.381,117.333,123.841,87,6,52,11,102,8,33,9,15,45,79,35,31,65,51,63,87,46,59,7,79,75,35,16,33,14,9,61,82,26,87,32
304,1921,BOSS BABY,6057,5371,Class D,0.609375,0.7,62.0157,59.5,65,6,6,6,8,7,6,8,5,9,7,7,8,8,8,7,7,7,7,7,6,8,6,7,6,8,7,7,7,6,6,7,6,132.889,115.303,137.3,65.089,148.102,92.305,139.929,107.685,87.459,128.67,166.315,147.851,122.413,145.897,62.078,89.942,156.002,126.65,124.075,104.442,124.394,121.244,152.748,77.123,150.646,91.958,88.577,116.965,114.194,168.856,125.357,124.912,44,4,29,9,89,9,27,5,10,33,52,20,6,28,15,46,73,31,50,17,62,71,39,23,28,12,22,42,67,12,47,23
305,1528,Jos,10169,5352,Class A,0.724138,0.9,70.3448,72.0,29,6,8,7,4,6,6,7,6,6,7,6,6,3,7,5,6,7,6,7,6,6,7,7,7,7,8,5,6,5,6,5,6,136.244,111.775,135.53,68.869,146.938,100.559,140.471,110.629,82.98,127.509,167.994,150.36,114.143,142.222,61.547,85.021,154.902,130.241,122.941,104.12,118.611,121.156,152.709,79.114,151.177,93.863,88.235,115.384,114.035,158.736,122.614,122.779,18,3,41,2,57,2,24,4,16,26,34,4,3,41,9,32,29,22,30,4,47,47,35,23,21,8,4,41,47,5,15,6
306,3483,Arufa,5850,5345,Class D,0.609375,0.5,69.1675,72.0,67,6,5,7,6,7,7,6,6,6,6,7,7,7,6,7,6,7,6,7,8,6,6,6,6,7,6,10,7,6,6,7,7,134.255,109.251,134.544,67.381,146.932,94.195,141.1,103.014,84.174,124.873,166.791,148.455,116.745,140.378,59.936,85.812,153.084,126.685,124.795,103.065,123.143,117.995,153.829,78.933,151.087,93.166,88.899,114.927,113.231,164.474,118.044,122.697,94,14,75,25,135,10,56,11,21,51,92,48,19,66,35,67,123,49,76,12,94,108,43,26,50,11,8,78,105,30,76,28
307,2957,Trickey,5894,5340,Class D,0.583333,0.6,71.7833,63.9,60,6,5,6,6,7,7,7,6,8,6,7,6,8,6,5,6,7,7,6,6,7,7,6,7,7,7,8,6,6,6,7,8,139.154,111.712,134.748,68.148,138.512,91.094,139.574,103.818,84.487,125.517,170.131,147.443,122.231,139.538,58.406,86.344,159.448,132.746,119.553,105.118,124.616,121.173,153.161,77.9,152.213,93.416,88.643,114.317,112.807,165.785,122.713,126.795,62,6,55,12,102,8,35,17,16,72,61,29,8,48,30,52,77,53,60,10,72,87,68,25,48,13,13,62,83,22,55,18
308,3790,Quandale Dingle,5773,5336,Class D,0.59,0.4,77.4419,66.3,101,7,8,7,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,7,6,6,136.078,113.54,138.603,66.562,144.746,97.447,136.667,105.697,79.916,125.439,165.223,150.725,112.803,142.169,58.939,88.235,159.782,127.147,122.505,99.015,122.121,119.302,153.939,76.821,150.017,89.555,87.346,118.885,113.666,168.235,120.681,122.874,133,8,76,32,178,13,79,20,27,70,130,79,51,53,75,106,122,79,105,22,113,133,62,43,64,19,30,89,139,40,114,35
309,426,Bo Bichette,7393,5335,Class C,0.666667,0.6,73.0084,72.2,40,5,7,6,10,8,9,7,5,6,7,7,5,12,7,6,6,5,8,6,6,6,6,7,6,6,6,9,7,7,6,5,6,139.616,111.776,135.855,70.342,142.528,99.163,143.32,108.81,83.382,125.621,164.156,152.641,126.815,143.573,61.384,90.77,152.479,132.373,121.059,103.693,121.778,114.637,154.099,78.138,148.086,97.333,91.39,118.61,112.006,168.115,120.716,123.83,24,3,22,8,52,3,16,6,10,26,33,8,1,25,14,25,40,20,32,10,40,44,24,10,19,3,8,26,37,4,28,11
310,203,Ari,6249,5316,Class D,0.647059,0.6,68.1961,63.4,51,5,5,6,6,6,6,7,5,6,6,6,7,5,7,6,7,6,6,6,6,6,7,7,6,7,6,7,7,6,6,6,7,136.877,111.1,134.809,67.154,151.453,98.666,143.998,107.339,81.423,129.046,168.174,147.454,115.513,140.913,57.443,87.825,151.724,131.912,122.259,101.844,123.774,121.815,152.99,74.549,152.775,90.525,86.119,117.414,114.114,169.952,117.462,127.481,77,7,57,14,123,8,47,18,15,55,87,24,21,42,44,75,94,53,70,10,78,94,46,24,50,10,21,75,101,24,102,19
311,1598,zonz,6460,5313,Class D,0.714286,0.5,74.0787,70.8,43,7,3,6,5,6,4,6,9,7,7,6,6,7,6,6,6,6,7,7,5,7,6,6,7,6,7,6,6,6,6,6,6,134.629,109.018,137.072,69.498,152.346,95.764,140.515,108.515,85.408,129.553,164.193,151.057,113.497,142.547,59.513,88.406,156.087,131.704,125.897,101.429,122.401,121.504,153.054,75.948,152.308,96.184,88.697,115.003,114.525,165.9,122.833,128.587,44,2,47,9,70,1,32,5,13,33,67,16,22,34,21,47,76,24,44,10,65,52,38,25,40,6,10,51,50,15,47,13
312,1982,amor fati,11106,5300,Class S,0.8,0.8,69.6,70.7,15,9,13,3,8,7,9,5,5,4,7,7,7,1,6,6,6,6,9,5,3,7,6,8,7,6,11,6,8,5,13,7,10,144.966,180.0,134.337,72.699,150.455,99.61,141.794,106.613,82.232,126.759,168.262,157.091,119.928,145.099,60.636,92.015,158.759,133.061,124.457,102.202,120.761,125.527,157.295,76.708,152.997,96.747,90.04,119.34,116.725,180.0,126.202,128.805,4,0,6,1,11,1,4,5,4,6,6,3,1,6,2,2,6,4,2,3,8,8,3,9,2,2,3,6,9,0,4,2
313,1611,Nikos Alachiass,10198,5284,Class A,0.8,0.888889,69.12,74.8929,26,6,7,7,11,6,4,7,8,7,7,7,7,5,8,8,6,6,7,6,6,7,6,6,7,6,5,5,7,7,4,6,6,141.788,104.401,133.479,78.364,146.831,95.013,143.189,106.842,83.286,125.948,167.084,147.087,114.166,139.62,64.42,89.106,154.211,131.795,121.761,105.25,122.388,119.353,153.189,81.184,149.982,88.817,89.816,116.115,112.994,157.613,123.098,130.003,18,6,24,1,43,4,23,6,17,20,29,11,5,27,2,30,23,14,29,7,40,34,14,16,22,7,4,27,39,3,17,3
314,3747,Sinon,6769,5215,Class D,0.72973,0.8,77.3623,79.3,39,7,7,5,8,7,7,5,4,7,4,6,7,3,6,7,7,7,7,6,2,6,6,6,5,5,13,9,6,7,8,6,8,139.924,118.052,132.908,71.675,155.058,98.745,142.607,106.393,83.603,130.746,165.305,153.478,124.317,139.622,60.654,87.635,160.172,132.933,122.558,104.369,123.804,119.419,155.741,78.357,153.385,180.0,91.698,118.188,113.369,164.874,123.706,126.972,32,1,22,2,38,4,18,3,2,14,29,11,1,21,9,20,39,14,24,3,37,27,13,6,15,0,2,19,19,8,21,6
315,1935,hazr,5943,5214,Class D,0.716981,0.7,74.2548,67.1786,54,6,5,6,5,7,11,6,7,4,7,6,5,6,6,5,5,6,6,6,4,6,6,5,7,7,4,5,6,7,5,6,7,138.96,113.338,132.122,65.167,152.465,109.113,143.821,106.074,84.021,133.859,168.914,150.392,111.525,142.733,57.633,89.073,157.758,132.019,125.473,102.781,124.535,122.635,157.339,80.825,153.987,92.075,86.191,115.976,116.363,163.818,123.976,131.069,35,5,27,5,46,1,13,6,8,17,35,13,17,30,19,32,38,21,25,7,27,32,14,12,17,6,13,26,37,7,30,13
316,2132,mikeCAN,5555,5211,Class D,0.58427,0.5,71.7849,66.9,90,6,7,6,6,7,7,7,7,7,6,6,7,6,7,7,7,6,6,6,8,6,7,7,6,6,7,6,7,6,6,6,6,137.083,110.955,132.471,65.546,144.393,90.232,138.57,103.268,81.752,125.361,165.958,149.261,116.003,142.87,56.974,84.064,153.246,129.828,120.501,104.669,123.118,121.214,153.732,75.851,150.775,92.674,83.008,116.233,110.975,163.591,116.414,118.23,105,13,88,24,174,12,68,37,28,77,110,35,20,81,41,94,130,81,90,20,143,142,86,55,74,27,34,89,144,30,115,30
317,1262,hot dog,5112,5208,Class D,0.563636,0.6,73.5957,86.4,110,6,8,6,7,6,7,5,8,7,5,6,6,5,6,6,6,6,7,6,6,7,6,7,5,8,7,4,6,6,6,6,7,138.25,113.006,134.062,65.66,151.103,97.256,137.108,109.646,81.203,123.582,165.984,147.849,112.785,140.653,61.244,86.175,159.781,131.263,122.405,103.838,123.764,121.084,152.288,76.638,152.736,92.192,87.017,116.125,113.643,166.064,122.339,126.935,98,8,56,15,133,19,52,8,18,83,103,52,26,65,34,68,104,59,61,14,111,97,50,34,49,15,16,79,96,19,92,20
318,2712,Platano,5639,5207,Class D,0.621622,0.5,72.8378,67.6,79,6,6,7,7,6,5,6,5,7,5,7,6,7,8,6,6,6,6,6,7,6,6,6,7,7,6,7,6,5,7,6,6,137.524,114.899,134.83,67.679,149.513,98.138,140.422,108.069,81.282,125.647,165.926,149.309,116.78,146.714,59.858,85.199,153.678,125.32,125.27,103.733,123.205,124.413,153.163,76.462,152.47,92.875,85.823,117.665,112.37,170.591,121.009,125.464,71,5,41,7,91,7,33,9,8,42,67,21,22,39,25,58,67,74,47,12,59,65,39,26,27,8,13,47,63,21,68,19
319,505,Chan Nagi,7387,5195,Class C,0.702703,0.555556,73.2054,72.4286,38,6,6,5,2,7,4,7,9,5,7,5,6,12,5,7,5,7,7,5,5,6,7,7,7,8,7,8,6,7,5,6,5,140.093,112.137,133.551,71.004,142.821,96.143,142.872,111.818,89.337,128.483,171.141,146.454,126.883,138.941,59.537,86.159,158.392,127.063,124.305,108.141,123.055,126.996,154.226,78.951,152.781,96.354,91.547,113.553,114.448,169.608,126.331,128.313,23,4,19,2,30,5,12,3,1,16,21,11,1,18,9,30,26,11,11,2,24,28,11,6,6,4,3,20,29,6,13,7
